player_url,player,season_from,season_to,position,height,weight,birth_date,college,is_active,hall_of_fame
/players/f/farmemi01.html,Mike Farmer,1959,1966,F,6-7,210,September 26 1936,San Francisco,retired,no
/players/f/farmeto01.html,Tony Farmer,1998,2000,F,6-9,244,January 3 1970,San Jose State,retired,no
/players/f/faughbo01.html,Bob Faught,1947,1947,F,6-5,185,September 2 1921,Notre Dame,retired,no
/players/f/favervi01.html,Vítor Luiz Faverani,2014,2014,C,6-11,260,May 5 1988,,retired,no
/players/f/favorde01.html,Derrick Favors,2011,2022,F-C,6-9,265,July 15 1991,Georgia Tech,active,no
/players/f/fazekni01.html,Nick Fazekas,2008,2008,F,6-11,235,June 17 1985,Nevada,retired,no
/players/f/fedorda01.html,Dave Fedor,1963,1963,F,6-6,190,December 10 1940,Florida State,retired,no
/players/f/feeribo01.html,Bob Feerick,1947,1950,F-G,6-3,190,January 2 1920,Santa Clara,retired,no
/players/f/feherbu01.html,Butch Feher,1977,1977,G,6-4,185,May 19 1954,Vanderbilt,retired,no
/players/f/feickja01.html,Jamie Feick,1997,2001,C,6-9,255,July 3 1974,Michigan State,retired,no
/players/f/feierro01.html,Ron Feiereisel,1956,1956,G,6-3,185,August 6 1931,DePaul,retired,no
/players/f/feigege01.html,George Feigenbaum,1950,1953,G,6-1,185,July 2 1928,Kentucky,retired,no
/players/f/feitlda01.html,Dave Feitl,1987,1992,C,6-11,235,June 8 1962,Texas-El Paso,retired,no
/players/f/feldeka01.html,Kay Felder,2017,2018,G,5-9,176,March 29 1995,Oakland,retired,no
/players/f/feliccr01.html,Cristiano Felício,2016,2021,F-C,6-11,270,July 7 1992,,retired,no
/players/f/felixca01.html,Carrick Felix,2014,2014,G,6-6,201,August 17 1990,Arizona State,retired,no
/players/f/felixno01.html,Noel Felix,2006,2006,F,6-9,225,October 4 1981,Fresno State,retired,no
/players/f/felixra01.html,Ray Felix,1954,1962,C,6-11,220,December 10 1930,Long Island University,retired,no
/players/f/feltora01.html,Raymond Felton,2006,2019,G,6-1,205,June 26 1984,UNC,retired,no
/players/f/fendlja01.html,Jake Fendley,1952,1953,G,6-0,180,June 12 1929,Northwestern,retired,no
/players/f/fenlewa01.html,Warren Fenley,1947,1947,F,6-3,190,February 8 1922,Manhattan College,retired,no
/players/f/fergude01.html,Desmond Ferguson,2004,2004,G-F,6-7,203,July 22 1977,Missouri,retired,no
/players/f/fergute01.html,Terrance Ferguson,2018,2021,G-F,6-6,190,May 17 1998,,retired,no
/players/f/fernaru01.html,Rudy Fernández,2009,2012,G,6-6,185,April 4 1985,,retired,no
/players/f/fernabr01.html,Bruno Fernando,2020,2024,F,6-9,240,August 15 1998,Maryland,active,no
/players/f/fernser01.html,Eric Fernsten,1976,1984,C-F,6-10,205,November 1 1953,San Francisco,retired,no
/players/f/ferraal01.html,Al Ferrari,1956,1963,G-F,6-4,190,July 6 1933,Michigan State,retired,no
/players/f/ferrero01.html,Rolando Ferreira,1989,1989,C,7-1,240,May 24 1964,Houston,retired,no
/players/f/ferredu01.html,Duane Ferrell,1989,1999,F-G,6-7,209,February 28 1965,Georgia Tech,retired,no
/players/f/ferreyo01.html,Yogi Ferrell,2017,2021,G,6-0,178,May 9 1993,Indiana,retired,no
/players/f/ferriar01.html,Arnie Ferrin,1949,1951,F-G,6-2,180,July 29 1925,Utah,retired,no
/players/f/ferrybo01.html,Bob Ferry,1960,1969,C-F,6-8,230,May 31 1937,Saint Louis,retired,no
/players/f/ferryda01.html,Danny Ferry,1991,2003,F,6-10,230,October 17 1966,Duke,retired,no
/players/f/fesenky01.html,Kyrylo Fesenko,2008,2012,C,7-1,288,December 24 1986,,retired,no
/players/f/fieldbo01.html,Bobby Fields,1972,1972,G,6-3,175,October 20 1949,Brandywine Junior College,retired,no
/players/f/fieldke01.html,Kenny Fields,1985,1988,F-G,6-5,220,February 9 1962,UCLA,retired,no
/players/f/fieldla01.html,Landry Fields,2011,2015,F,6-7,210,June 27 1988,Stanford,retired,no
/players/f/filipro01.html,Ron Filipek,1968,1968,F,6-5,205,February 5 1944,Tennessee Technological University,retired,no
/players/f/fillmgr01.html,Greg Fillmore,1971,1972,C,7-1,240,March 7 1947,Cheyney (PA),retired,no
/players/f/finchla01.html,Larry Finch,1974,1975,G,6-2,185,February 16 1951,Memphis,retired,no
/players/f/finkeha01.html,Hank Finkel,1967,1975,C,7-0,240,April 20 1942,Dayton,retired,no
/players/f/finlemi01.html,Michael Finley,1996,2010,G-F,6-7,215,March 6 1973,Wisconsin,retired,no
/players/f/finnda01.html,Danny Finn,1953,1955,G,6-1,185,May 29 1928,St. John's,retired,no
/players/f/finnedo01.html,Dorian Finney-Smith,2017,2024,F,6-7,220,May 4 1993,Florida,active,no
/players/f/fishma01.html,Matt Fish,1995,1997,C,6-11,235,November 18 1969,UNC Wilmington,retired,no
/players/f/fishede01.html,Derek Fisher,1997,2014,G,6-1,200,August 9 1974,Little Rock,retired,no
/players/f/fisheri01.html,Rick Fisher,1972,1972,F,6-5,215,October 27 1948,Trinidad State Junior College,retired,no
/players/f/fitchge01.html,Gerald Fitch,2006,2006,G,6-3,188,August 12 1982,Kentucky,retired,no
/players/f/fittsma01.html,Malik Fitts,2021,2022,F,6-8,230,July 4 1997,South Florida,active,no
/players/f/fitzgbo01.html,Bob Fitzgerald,1947,1949,F-C,6-5,190,March 14 1923,Seton Hall,retired,no
/players/f/fitzgdi01.html,Dick Fitzgerald,1947,1948,F,6-2,175,November 18 1920,Fordham,retired,no
/players/f/fizerma01.html,Marcus Fizer,2001,2006,F,6-9,262,August 10 1978,Iowa State,retired,no
/players/f/fleisje01.html,Jerry Fleishman,1947,1953,G-F,6-2,190,February 14 1922,NYU,retired,no
/players/f/flemial01.html,Al Fleming,1978,1978,F,6-7,215,April 5 1954,Arizona,retired,no
/players/f/flemied01.html,Ed Fleming,1956,1960,G-F,6-3,189,July 25 1933,Niagara University,retired,no
/players/f/flemive01.html,Vern Fleming,1985,1996,G,6-5,185,February 4 1962,Georgia,retired,no
/players/f/florelu01.html,Luis Flores,2005,2005,G,6-2,200,April 11 1981,Rutgers University,retired,no
/players/f/flowebr01.html,Bruce Flowers,1983,1983,F,6-8,225,June 13 1957,Notre Dame,retired,no
/players/f/floydsl01.html,Sleepy Floyd,1983,1995,G,6-3,170,March 6 1960,Georgetown,retired,no
/players/f/flynnjo01.html,Jonny Flynn,2010,2012,G,6-0,185,February 6 1989,Syracuse,retired,no
/players/f/flynnma01.html,Malachi Flynn,2021,2024,G,6-1,175,May 10 1998,Washington State,active,no
/players/f/flynnmi01.html,Mike Flynn,1976,1978,G,6-2,180,July 31 1953,Kentucky,retired,no
/players/f/foglela01.html,Larry Fogle,1976,1976,G,6-5,205,March 19 1953,Canisius,retired,no
/players/f/foleyja01.html,Jack Foley,1963,1963,F,6-3,170,April 19 1939,Holy Cross,retired,no
/players/f/fontais01.html,Isaac Fontaine,2002,2002,G,6-4,210,April 16 1975,Washington State,retired,no
/players/f/fontale01.html,Levi Fontaine,1971,1971,G,6-4,190,November 1 1948,University of Maryland Eastern Shore,retired,no
/players/f/fontesi01.html,Simone Fontecchio,2023,2024,F,6-8,209,December 9 1995,,active,no
/players/f/footeje01.html,Jeff Foote,2012,2012,C,7-0,265,July 14 1987,Cornell,retired,no
/players/f/forbebr01.html,Bryn Forbes,2017,2023,G,6-2,205,July 23 1993,Michigan State,active,no
/players/f/forbega01.html,Gary Forbes,2011,2012,F,6-7,220,February 25 1985,Virginia,retired,no
/players/f/fordal03.html,Aleem Ford,2022,2022,F,6-8,220,December 22 1997,Wisconsin,active,no
/players/f/fordal01.html,Alphonso Ford,1994,1995,G,6-1,190,October 31 1971,Mississippi Valley State University,retired,no
/players/f/fordal02.html,Alton Ford,2002,2004,F,6-9,275,May 29 1981,Houston,retired,no
/players/f/fordbo01.html,Bob Ford,1973,1973,F,6-7,228,January 26 1950,Purdue,retired,no
/players/f/fordch01.html,Chris Ford,1973,1982,G-F,6-5,190,January 11 1949,Villanova,retired,no
/players/f/forddo01.html,Don Ford,1976,1982,F,6-9,215,December 31 1952,New Mexico,retired,no
/players/f/fordja01.html,Jake Ford,1971,1972,G,6-3,180,April 29 1945,University of Maryland Eastern Shore,retired,no
/players/f/fordjo01.html,Jordan Ford,2024,2024,G,6-1,175,May 26 1998,Saint Mary's,active,no
/players/f/fordph01.html,Phil Ford,1979,1985,G,6-2,175,February 9 1956,UNC,retired,no
/players/f/fordsh02.html,Sharrod Ford,2006,2006,F,6-9,225,January 9 1982,Clemson,retired,no
/players/f/fordsh01.html,Sherell Ford,1996,1996,F,6-7,210,August 26 1972,University of Illinois at Chicago,retired,no
/players/f/fordtj01.html,T.J. Ford,2004,2012,G,6-0,165,March 24 1983,Texas,retired,no
/players/f/formado01.html,Donnie Forman,1949,1949,G,5-10,175,January 17 1926,NYU,retired,no
/players/f/forreba01.html,Bayard Forrest,1978,1979,C,6-10,235,July 8 1954,Grand Canyon University,retired,no
/players/f/forretr01.html,Trent Forrest,2021,2024,G,6-4,210,June 12 1998,Florida State,active,no
/players/f/fortejo01.html,Joseph Forte,2002,2003,G,6-4,194,March 23 1981,UNC,retired,no
/players/f/fortsco01.html,Courtney Fortson,2012,2012,G,5-11,185,May 23 1988,Arkansas,retired,no
/players/f/fortsda01.html,Danny Fortson,1998,2007,F,6-7,260,March 27 1976,Cincinnati,retired,no
/players/f/fostefr01.html,Fred Foster,1969,1977,F,6-5,210,March 18 1946,Miami University,retired,no
/players/f/fostegr01.html,Greg Foster,1991,2003,F-C,6-11,240,October 3 1968,UCLA,retired,no
/players/f/fosteje01.html,Jeff Foster,2000,2012,F-C,6-11,236,January 16 1977,Texas State University,retired,no
/players/f/fosteja01.html,Jimmy Foster,1975,1976,G,6-1,175,December 16 1951,UConn,retired,no
/players/f/fostemi02.html,Michael Foster Jr.,2023,2023,F,6-8,250,January 16 2003,,active,no
/players/f/fostero01.html,Rod Foster,1984,1986,G,6-1,160,October 10 1960,UCLA,retired,no
/players/f/fotsian01.html,Antonis Fotsis,2002,2002,F,6-10,219,April 1 1981,,retired,no
/players/f/fournev01.html,Evan Fournier,2013,2024,G-F,6-6,205,October 29 1992,,active,no
/players/f/foustla01.html,Larry Foust,1951,1962,C-F,6-9,215,June 24 1928,La Salle,retired,no
/players/f/fowleca01.html,Calvin Fowler,1970,1970,G,6-0,175,February 11 1940,Saint Francis University,retired,no
/players/f/fowleje01.html,Jerry Fowler,1952,1952,C,6-8,230,June 20 1927,Missouri,retired,no
/players/f/fowlktr01.html,Tremaine Fowlkes,2002,2005,F,6-8,220,April 11 1976,California,retired,no
/players/f/foxde01.html,De'Aaron Fox,2018,2024,G,6-3,185,December 20 1997,Kentucky,active,no
/players/f/foxha01.html,Harold Fox,1973,1973,G,6-2,175,August 29 1949,Jacksonville University,retired,no
/players/f/foxji01.html,Jim Fox,1968,1977,C-F,6-10,230,April 7 1943,South Carolina,retired,no
/players/f/foxri01.html,Rick Fox,1992,2004,F-G,6-7,230,July 24 1969,UNC,retired,no
/players/f/foyera01.html,Randy Foye,2007,2017,G,6-4,213,September 24 1983,Villanova,retired,no
/players/f/foylead01.html,Adonal Foyle,1998,2009,C,6-10,250,March 9 1975,Colgate,retired,no
/players/f/frahmri01.html,Richie Frahm,2004,2008,G,6-5,210,August 14 1977,Gonzaga,retired,no
/players/f/francst01.html,Steve Francis,2000,2008,G,6-3,195,February 21 1977,Maryland,retired,no
/players/f/frankte01.html,Tellis Frank,1988,1994,F-C,6-10,225,April 26 1965,Western Kentucky,retired,no
/players/f/frankna01.html,Nat Frankel,1947,1947,F-G,6-0,195,November 3 1913,Brooklyn College,retired,no
/players/f/frankwi01.html,Bill Franklin,1973,1976,F,6-7,220,October 19 1949,Purdue,retired,no
/players/f/frankja01.html,Jamaal Franklin,2014,2015,G,6-5,191,July 21 1991,San Diego State,retired,no
/players/f/frankro01.html,Robert Franks,2021,2021,F,6-7,225,December 18 1996,Washington State,retired,no
/players/f/franzro01.html,Ron Franz,1968,1973,F,6-7,205,October 20 1945,Kansas,retired,no
/players/f/frazime01.html,Melvin Frazier,2019,2022,G,6-5,215,August 30 1996,Tulane,active,no
/players/f/frazimi01.html,Michael Frazier,2020,2020,G,6-3,200,March 8 1994,Florida,retired,no
/players/f/fraziti01.html,Tim Frazier,2015,2022,G,6-0,170,November 1 1990,Penn State,retired,no
/players/f/fraziwa01.html,Walt Frazier,1968,1980,G,6-4,200,March 29 1945,Southern Illinois,retired,yes
/players/f/fraziwi01.html,Will Frazier,1966,1969,C-F,6-7,210,August 25 1942,Grambling State University,retired,no
/players/f/fredean01.html,Anthony Frederick,1989,1992,F,6-7,205,December 7 1964,Pepperdine,retired,no
/players/f/fredeji01.html,Jimmer Fredette,2012,2019,G,6-2,195,February 25 1989,BYU,retired,no
/players/f/freewo01.html,World B. Free,1976,1988,G,6-2,185,December 9 1953,Guilford College,retired,no
/players/k/kanteen01.html,Enes Freedom,2012,2022,C,6-10,250,May 20 1992,Kentucky,retired,no
/players/f/freeljo01.html,Joel Freeland,2013,2015,F-C,6-10,250,February 7 1987,,retired,no
/players/f/freemdo01.html,Donnie Freeman,1968,1976,G,6-3,185,July 18 1944,Illinois,retired,no
/players/f/freemga01.html,Gary Freeman,1971,1971,F,6-9,210,July 25 1948,Oregon State,retired,no
/players/f/freemro01.html,Rod Freeman,1974,1974,F,6-7,225,November 5 1950,Vanderbilt,retired,no
/players/f/freemja01.html,Javon Freeman-Liberty,2024,2024,G,6-4,180,October 20 1999,Valparaiso,active,no
/players/f/freijma01.html,Matt Freije,2005,2007,F,6-10,240,October 2 1981,Vanderbilt,retired,no
/players/f/freyfr01.html,Frido Frey,1947,1947,F,6-2,195,October 26 1921,Long Island University,retired,no
/players/f/frienla01.html,Larry Friend,1958,1958,G-F,6-4,185,April 14 1935,California,retired,no
/players/f/frinkpa01.html,Pat Frink,1969,1969,G,6-4,195,February 18 1945,Colorado,retired,no
/players/f/fritsji01.html,Jim Fritsche,1954,1955,F-C,6-8,210,December 10 1931,Hamline University,retired,no
/players/f/fryech01.html,Channing Frye,2006,2019,C-F,7-0,255,May 17 1983,Arizona,retired,no
/players/f/fryerbe01.html,Bernie Fryer,1974,1975,G,6-3,185,December 25 1949,BYU,retired,no
/players/f/fucarfr01.html,Frank Fucarino,1947,1947,F,6-2,175,July 24 1920,Long Island University,retired,no
/players/f/fudgeal01.html,Alex Fudge,2024,2024,F,6-8,200,May 6 2003,LSU,active,no
/players/f/fuetshe01.html,Herm Fuetsch,1948,1948,G,6-0,170,July 6 1918,,retired,no
/players/f/fulksjo01.html,Joe Fulks,1947,1954,F-C,6-5,190,October 26 1921,Murray State,retired,yes
/players/f/fulleca01.html,Carl Fuller,1971,1972,C,6-9,225,January 10 1946,Bethune-Cookman College,retired,no
/players/f/fullehi01.html,Hiram Fuller,2004,2004,F,6-9,240,May 15 1981,Fresno State,retired,no
/players/f/fulleto02.html,Todd Fuller,1997,2001,C,6-11,255,July 25 1974,NC State,retired,no
/players/f/fulleto01.html,Tony Fuller,1981,1981,G,6-4,180,September 4 1958,Vincennes University,retired,no
/players/f/fultzma01.html,Markelle Fultz,2018,2024,G,6-4,209,May 29 1998,Washington,active,no
/players/f/fundela01.html,Lawrence Funderburke,1998,2005,F,6-9,230,December 15 1970,Indiana,retired,no
/players/f/furlote01.html,Terry Furlow,1977,1980,G-F,6-4,190,October 18 1954,Michigan State,retired,no
/players/g/gaborbi01.html,Bill Gabor,1950,1955,G-F,5-11,170,May 13 1922,Syracuse,retired,no
/players/g/gabriwe01.html,Wenyen Gabriel,2020,2023,F,6-9,205,March 26 1997,Kentucky,active,no
/players/g/gadzuda01.html,Dan Gadzuric,2003,2012,C,6-11,240,February 2 1978,UCLA,retired,no
/players/g/gaffoda01.html,Daniel Gafford,2020,2024,C-F,6-10,234,October 1 1998,Arkansas,active,no
/players/g/gaide01.html,Deng Gai,2006,2006,F,6-9,250,March 22 1982,Fairfield,retired,no
/players/g/gaineel01.html,Elmer Gainer,1948,1950,F-C,6-6,195,November 22 1918,DePaul,retired,no
/players/g/gainebi01.html,Bill Gaines,1969,1969,G,6-4,185,March 10 1946,Texas A&M University-Commerce,retired,no
/players/g/gaineco01.html,Corey Gaines,1989,1995,G,6-3,195,June 1 1965,UCLA,retired,no
/players/g/gainere01.html,Reece Gaines,2004,2006,G,6-6,205,January 7 1981,Louisville,retired,no
/players/g/gaineda01.html,Smokey Gaines,1968,1968,G,6-1,170,February 27 1940,LeMoyne-Owen College,retired,no
/players/g/gainesu01.html,Sundiata Gaines,2010,2012,G,6-1,185,April 18 1986,Georgia,retired,no
/players/g/galemi01.html,Mike Gale,1972,1982,G,6-4,185,July 18 1950,Elizabeth City State University,retired,no
/players/g/gallach01.html,Chad Gallagher,1994,1994,C,6-10,255,May 30 1969,Creighton,retired,no
/players/g/gallaha01.html,Harry Gallatin,1949,1958,F-C,6-6,210,April 26 1927,Truman State University,retired,yes
/players/g/gillege01.html,Gene Gallette,1947,1947,F,6-2,205,February 22 1919,,retired,no
/players/g/gallida01.html,Danilo Gallinari,2009,2024,F,6-10,233,August 8 1988,,active,no
/players/g/gallola01.html,Langston Galloway,2015,2022,G,6-1,200,December 9 1991,Saint Joseph's,active,no
/players/g/gambeda01.html,Dave Gambee,1959,1970,F,6-6,215,April 16 1937,Oregon State,retired,no
/players/g/gamblke01.html,Kevin Gamble,1988,1997,F-G,6-5,210,November 13 1965,Iowa,retired,no
/players/g/ganttbo01.html,Bob Gantt,1947,1947,F-C,6-4,205,June 22 1922,Duke,retired,no
/players/g/garbajo01.html,Jorge Garbajosa,2007,2008,F,6-9,245,December 19 1977,,retired,no
/players/g/garceru01.html,Rubén Garcés,2001,2001,F,6-9,245,October 17 1973,Providence,retired,no
/players/g/garcial01.html,Alex Garcia,2004,2005,G,6-3,220,March 4 1980,,retired,no
/players/g/garcifr01.html,Francisco García,2006,2015,F-G,6-7,195,December 31 1981,Louisville,retired,no
/players/g/gardnch01.html,Chuck Gardner,1968,1968,F,6-8,205,September 30 1944,Colorado,retired,no
/players/g/gardnea01.html,Earl Gardner,1949,1949,F,6-3,195,September 18 1923,DePauw University,retired,no
/players/g/gardnke01.html,Ken Gardner,1976,1976,F,6-5,205,September 27 1949,Utah,retired,no
/players/g/gardnth01.html,Thomas Gardner,2008,2009,G,6-5,225,February 8 1985,Missouri,retired,no
/players/g/gardnve01.html,Vern Gardner,1950,1952,F-C,6-5,200,May 14 1925,Utah,retired,no
/players/g/garfija01.html,Jack Garfinkel,1947,1949,G,6-0,190,June 13 1918,St. John's,retired,no
/players/g/garinpa01.html,Patricio Garino,2017,2017,G-F,6-6,210,May 17 1993,George Washington,retired,no
/players/g/garlada01.html,Darius Garland,2020,2024,G,6-1,192,January 26 2000,Vanderbilt,active,no
/players/g/garlaga01.html,Gary Garland,1980,1980,G,6-4,180,October 12 1957,DePaul,retired,no
/players/g/garlawi01.html,Winston Garland,1988,1995,G,6-2,170,December 19 1964,Missouri State,retired,no
/players/g/garmadi01.html,Dick Garmaker,1956,1961,G-F,6-3,200,October 29 1932,Minnesota,retired,no
/players/g/garnebi01.html,Bill Garner,1968,1968,C,6-10,220,June 17 1940,University of Portland,retired,no
/players/g/garnech01.html,Chris Garner,1998,2001,G,5-10,156,February 2 1975,Memphis,retired,no
/players/g/garnebi02.html,Bill Garnett,1983,1986,F,6-9,225,April 22 1960,Wyoming,retired,no
/players/g/garneke01.html,Kevin Garnett,1996,2016,F-C,6-11,240,May 19 1976,,retired,yes
/players/g/garnema01.html,Marlon Garnett,1999,1999,G,6-2,186,July 3 1975,Santa Clara,retired,no
/players/g/garrebi01.html,Billy Garrett,2019,2019,G,6-6,213,October 16 1994,DePaul,retired,no
/players/g/garreca01.html,Calvin Garrett,1981,1984,F,6-7,190,July 11 1956,Austin Peay State University,retired,no
/players/g/garrede01.html,Dean Garrett,1997,2002,C,6-10,225,November 27 1966,Indiana,retired,no
/players/g/garredi02.html,Diante Garrett,2013,2014,G,6-4,190,November 3 1988,Iowa State,retired,no
/players/g/garredi01.html,Dick Garrett,1970,1974,G,6-3,185,January 31 1947,Southern Illinois,retired,no
/players/g/garrema01.html,Marcus Garrett,2022,2022,G,6-5,205,November 9 1998,Kansas,active,no
/players/g/garrero01.html,Rowland Garrett,1973,1977,F,6-6,210,July 16 1950,Florida State,retired,no
/players/g/garrito01.html,Tom Garrick,1989,1992,G,6-2,185,July 7 1966,Rhode Island,retired,no
/players/g/garrijo01.html,John Garris,1984,1984,F,6-8,205,June 6 1959,Michigan,retired,no
/players/g/garriki01.html,Kiwane Lemorris Garris,1998,2000,G,6-2,183,September 24 1974,Illinois,retired,no
/players/g/garripa01.html,Pat Garrity,1999,2008,F,6-9,238,August 23 1976,Notre Dame,retired,no
/players/g/garubus01.html,Usman Garuba,2022,2024,F,6-8,220,March 9 2002,,active,no
/players/g/garviji01.html,Jim Garvin,1974,1974,F,6-7,200,February 5 1950,Boston University,retired,no
/players/g/garzalu01.html,Luka Garza,2022,2024,F-C,6-10,235,December 27 1998,Iowa,active,no
/players/g/gasolma01.html,Marc Gasol,2009,2021,C,6-11,255,January 29 1985,,retired,no
/players/g/gasolpa01.html,Pau Gasol,2002,2019,C-F,7-0,250,July 6 1980,,retired,yes
/players/g/gatesfr01.html,Frank Gates,1950,1950,G,6-0,160,April 12 1920,Sam Houston State University,retired,no
/players/g/gateska01.html,Kaiser Gates,2024,2024,F,6-8,217,November 8 1996,Xavier,active,no
/players/g/gatlich01.html,Chris Gatling,1992,2002,F-C,6-10,220,September 3 1967,Old Dominion,retired,no
/players/g/gattike01.html,Kenny Gattison,1987,1996,F-C,6-8,225,May 23 1964,Old Dominion,retired,no
/players/g/gayru01.html,Rudy Gay,2007,2023,F,6-8,250,August 17 1986,UConn,active,no
/players/g/gaydaed01.html,Ed Gayda,1951,1951,G-F,6-4,210,May 16 1927,Washington State,retired,no
/players/g/gazean01.html,Andrew Gaze,1994,1999,G,6-7,205,July 24 1965,Seton Hall,retired,no
/players/g/gbinimi01.html,Michael Gbinije,2017,2017,G,6-7,200,June 5 1992,Duke,retired,no
/players/g/gearyre01.html,Reggie Geary,1997,1998,G,6-2,187,August 31 1973,Arizona,retired,no
/players/g/geeal01.html,Alonzo Gee,2010,2017,G,6-6,225,May 29 1987,Alabama,retired,no
/players/g/geigema01.html,Matt Geiger,1993,2002,C,7-0,243,September 10 1969,Auburn,retired,no
/players/g/gelabmi01.html,Mickaël Gelabale,2007,2013,F,6-7,215,May 22 1983,,retired,no
/players/g/georgde01.html,Devean George,2000,2010,G-F,6-8,220,August 29 1977,Augsburg College,retired,no
/players/g/georgja01.html,Jack George,1954,1961,G,6-2,190,November 13 1928,La Salle,retired,no
/players/g/georgke01.html,Keyonte George,2024,2024,G,6-4,185,November 8 2003,Baylor,active,no
/players/g/georgpa01.html,Paul George,2011,2024,F,6-8,220,May 2 1990,Fresno State,active,no
/players/g/georgta01.html,Tate George,1991,1995,G,6-5,190,May 29 1968,UConn,retired,no
/players/g/georgma01.html,Marcus Georges-Hunt,2017,2018,G,6-5,216,March 28 1994,Georgia Tech,retired,no
/players/g/gerargu01.html,Gus Gerard,1975,1981,F-G,6-8,200,July 27 1953,Virginia,retired,no
/players/g/gervide01.html,Derrick Gervin,1990,1991,F,6-8,200,March 28 1963,Texas-San Antonio,retired,no
/players/g/gervige01.html,George Gervin,1973,1986,G-F,6-7,180,April 27 1952,Eastern Michigan,retired,yes
/players/g/getchgo01.html,Gorham Getchell,1947,1947,C,6-4,205,August 14 1920,Temple,retired,no
/players/g/gianejo01.html,John Gianelli,1973,1980,C-F,6-10,220,June 10 1950,University of the Pacific,retired,no
/players/g/gibbsdi01.html,Dick Gibbs,1972,1976,F-G,6-5,210,December 20 1948,Texas-El Paso,retired,no
/players/g/gibsoda01.html,Daniel Gibson,2007,2013,G,6-2,190,February 27 1986,Texas,retired,no
/players/g/gibsode01.html,Dee Gibson,1950,1950,F-G,5-11,175,August 25 1923,Western Kentucky,retired,no
/players/g/gibsoho01.html,Hoot Gibson,1950,1950,F-C,6-5,198,December 5 1921,Creighton,retired,no
/players/g/gibsojo01.html,Jonathan Gibson,2017,2018,G,6-2,185,November 8 1987,New Mexico State,retired,no
/players/g/gibsome01.html,Mel Gibson,1964,1964,G,6-3,180,December 30 1940,Western Carolina University,retired,no
/players/g/gibsomi01.html,Mike Gibson,1984,1986,F,6-10,205,October 27 1960,USC Upstate,retired,no
/players/g/gibsota01.html,Taj Gibson,2010,2024,F-C,6-9,232,June 24 1985,USC,active,no
/players/g/giddejr01.html,J.R. Giddens,2009,2010,G,6-5,215,February 13 1985,Kansas,retired,no
/players/g/giddejo01.html,Josh Giddey,2022,2024,G,6-8,210,October 10 2002,,active,no
/players/g/gildetr01.html,Trey Gilder,2010,2010,F,6-9,185,January 24 1985,McNeese State University,retired,no
/players/g/gilesha01.html,Harry Giles,2019,2024,F-C,6-11,240,April 22 1998,Duke,retired,no
/players/g/gilgesh01.html,Shai Gilgeous-Alexander,2019,2024,G,6-6,180,July 12 1998,Kentucky,active,no
/players/g/gillan01.html,Anthony Gill,2021,2024,F,6-7,230,October 17 1992,South Carolina,active,no
/players/g/gilled01.html,Eddie Gill,2001,2009,G,6-0,190,August 16 1978,Weber State,retired,no
/players/g/gillke01.html,Kendall Gill,1991,2005,G,6-5,195,May 25 1968,Illinois,retired,no
/players/g/gillebe01.html,Ben Gillery,1989,1989,C,7-0,235,September 19 1965,Georgetown,retired,no
/players/g/gilleco01.html,Collin Gillespie,2024,2024,G,6-1,195,June 25 1999,Villanova,active,no
/players/g/gillefr01.html,Freddie Gillespie,2021,2022,F,6-9,245,June 14 1997,Carleton College,retired,no
/players/g/gilleja01.html,Jack Gillespie,1970,1970,F,6-6,215,October 1 1947,Montana State,retired,no
/players/g/gilliar01.html,Armen Gilliam,1988,2000,F-C,6-9,230,May 28 1964,UNLV,retired,no
/players/g/gillihe01.html,Herm Gilliam,1970,1977,G-F,6-3,190,May 5 1946,Purdue,retired,no
/players/g/gilmoar01.html,Artis Gilmore,1972,1988,C,7-2,240,September 21 1949,Gardner-Webb University,retired,yes
/players/g/gilmowa01.html,Walt Gilmore,1971,1971,F,6-6,225,February 27 1947,Fort Valley State University,retired,no
/players/g/gilmuch01.html,Chuck Gilmur,1947,1951,F-C,6-4,225,August 13 1922,Washington,retired,no
/players/g/gilyaja01.html,Jacob Gilyard,2023,2024,G,5-9,160,July 14 1998,Richmond,active,no
/players/g/ginobma01.html,Manu Ginóbili,2003,2018,G,6-6,205,July 28 1977,,retired,yes
/players/g/giricgo01.html,Gordan Giriček,2003,2008,G-F,6-6,210,June 20 1977,,retired,no
/players/g/givenja01.html,Jack Givens,1979,1980,F-G,6-5,205,September 21 1956,Kentucky,retired,no
/players/g/gladnmi01.html,Mickell Gladness,2012,2012,C,6-11,220,July 26 1986,Alabama A&M University,retired,no
/players/g/glamage01.html,George Glamack,1949,1949,C-F,6-6,225,June 7 1918,UNC,retired,no
/players/g/glassge01.html,Gerald Glass,1991,1996,G-F,6-5,221,November 12 1967,Delta State University,retired,no
/players/g/glennmi01.html,Mike Glenn,1978,1987,G,6-2,175,September 10 1955,Southern Illinois,retired,no
/players/g/glickno01.html,Normie Glick,1950,1950,F,6-7,190,November 10 1927,Loyola Marymount,retired,no
/players/g/gloucge01.html,Georgi Glouchkov,1986,1986,F,6-8,235,January 10 1960,,retired,no
/players/g/glovecl01.html,Clarence Glover,1972,1972,F,6-8,210,November 1 1947,Western Kentucky,retired,no
/players/g/glovedi01.html,Dion Glover,2000,2005,G,6-5,228,October 22 1978,Georgia Tech,retired,no
